,fandom_url,Title
199,https://UnchartedTheLostLegacy.fandom.com/wiki/,Uncharted: The Lost Legacy
200,https://Griftlands.fandom.com/wiki/,Griftlands
201,https://HyperLightDrifter.fandom.com/wiki/,Hyper Light Drifter
202,https://Infernax.fandom.com/wiki/,Infernax
203,https://FugaMelodiesofSteel.fandom.com/wiki/,Fuga: Melodies of Steel
204,https://HogwartsLegacy.fandom.com/wiki/,Hogwarts Legacy
205,https://Bulletstorm.fandom.com/wiki/,Bulletstorm
206,https://Viewfinder.fandom.com/wiki/,Viewfinder
207,https://SOMA.fandom.com/wiki/,SOMA
208,https://Spiritfarer.fandom.com/wiki/,Spiritfarer
209,https://FantasyZone.fandom.com/wiki/,Fantasy Zone
210,https://ThimbleweedPark.fandom.com/wiki/,Thimbleweed Park
211,https://BabaIsYou.fandom.com/wiki/,Baba Is You
212,https://TheBindingofIsaac.fandom.com/wiki/,The Binding of Isaac
213,https://FIFA14.fandom.com/wiki/,FIFA 14
214,https://NewSuperMarioBrosU.fandom.com/wiki/,New Super Mario Bros. U
215,https://Timespinner.fandom.com/wiki/,Timespinner
216,https://TellingLies.fandom.com/wiki/,Telling Lies
217,https://TheEndIsNigh.fandom.com/wiki/,The End Is Nigh
218,https://Hitman.fandom.com/wiki/,Hitman
219,https://Unsighted.fandom.com/wiki/,Unsighted
220,https://SpeedRunners.fandom.com/wiki/,SpeedRunners
221,https://Vanquish.fandom.com/wiki/,Vanquish
222,https://Prodeus.fandom.com/wiki/,Prodeus
223,https://TwoPointHospital.fandom.com/wiki/,Two Point Hospital
224,https://GrimDawn.fandom.com/wiki/,Grim Dawn
225,https://ThePluckySquire.fandom.com/wiki/,The Plucky Squire
226,https://GhostofTsushima.fandom.com/wiki/,Ghost of Tsushima
227,https://KidIcarusUprising.fandom.com/wiki/,Kid Icarus: Uprising
228,https://Gunpoint.fandom.com/wiki/,Gunpoint
229,https://Detention.fandom.com/wiki/,Detention
230,https://Anno2070.fandom.com/wiki/,Anno 2070
231,https://AstrosPlayroom.fandom.com/wiki/,Astro's Playroom
232,https://Parkitect.fandom.com/wiki/,Parkitect
233,https://ThisWarofMine.fandom.com/wiki/,This War of Mine
234,https://DevilDaggers.fandom.com/wiki/,Devil Daggers
235,https://Ravenswatch.fandom.com/wiki/,Ravenswatch
236,https://NineSols.fandom.com/wiki/,Nine Sols
237,https://RingFitAdventure.fandom.com/wiki/,Ring Fit Adventure
238,https://ProjectCARS.fandom.com/wiki/,Project CARS
239,https://TwoPointCampus.fandom.com/wiki/,Two Point Campus
240,https://GuardianHeroes.fandom.com/wiki/,Guardian Heroes
241,https://DuckGame.fandom.com/wiki/,Duck Game
242,https://Unpacking.fandom.com/wiki/,Unpacking
243,https://PocketCardJockey.fandom.com/wiki/,Pocket Card Jockey
